No,News Title,Class,Prediction
57962,Activision reveals Skylanders: Trap Team,Technology,Technology
25044,"Studies don't support guidelines restricting saturated fats, researchers say",Medical,Medical
62753,Forex - Euro rises vs. dollar after CPI data,Business,Business
7762,There Is No God. Mila Kunis Is Pregnant With Ashton Kutcher's Bastard Child,Entertainment,Entertainment
25606,'Once Upon a Time' Casts Australian Actress Georgina Haig as Elsa From  ...,Entertainment,Entertainment
18703,Nokia Lumia 930 goes up for pre-order in Europe,Technology,Technology
56879,Social Security Halts Controversial Practice Used to Collect Old Debts,Business,Technology
44157,'Captain America' largest April opener with $95M - CBS 3 Springfield - WSHM,Entertainment,Entertainment
27390,The Elevated Euro Requires Attention...and Action,Business,Business
53998,Improved PC demand means good news for Intel,Business,Technology
21228,London midday: Stocks extend multi-week lows on Iraq fears,Business,Business
1151,"TV 'Fargo' not so bad, don't cha know",Entertainment,Entertainment
41433,David Mazouz: First Look at Young Bruce Wayne in 'Gotham'!,Entertainment,Entertainment
43853,"Celebs Sing Chelsea Handler's Farewell: Miley Cyrus, Selena Gomez, Gwen  ...",Entertainment,Entertainment
35098,"Peaches Geldof DEAD: Illuminati MURDER, Death Hoax, Cause of Death  ...",Entertainment,Entertainment
24089,"Justin Bieber Parties With All Kinds of Famous People, Police Get Called Again",Entertainment,Entertainment
32411,State wants WIPP plan from DOE,Business,Business
63594,Appeals court right to uphold Texas law,Medical,Business
16430,Living large: Best companies for pay and benefits revealed,Business,Business
57446,China's building a submarine that could go from Shanghai to San Francisco in 2  ...,Technology,Business
4371,REPORT: OBAMA: NSA Can Exploit Bugs Like Heartbleed For National Security  ...,Technology,Technology
22140,Here are the craziest rumors about Kim Kardashian and Kanye West's wedding,Entertainment,Entertainment
59171,T-Mobile Says Q2 Was a Winner and There's Still More to Come,Technology,Technology
11149,Star Wars: Episode VII Casting Narrows Down Its Lead,Entertainment,Entertainment
62703,Never-Before-Seen Meteor Shower Arrives Tonight,Technology,Technology
26958,"Dollar touches six-month high ahead of GDP, Fed tests",Business,Business
48098,Divergent Debuts Atop Weekend Box Office,Entertainment,Entertainment
43701,"It's spring, so how high will gas prices go this year?",Technology,Technology
49871,Jon Hamm Describes His Soft-Core Porn and Dating Game Show Days as 'Soul  ...,Entertainment,Entertainment
31821,New blood test 'paves way to halt dementia': Patients could get drugs earlier,Medical,Medical
5154,Maine gas prices up from last week and last year,Technology,Technology
13268,Travel Channel Indefinitely Postpones Adam Richman's New 'Man' Show,Entertainment,Entertainment
45574,Eminem 'Headlights' Lyrics Meaning: Rapper Apologizes To Mother Debbie  ...,Entertainment,Entertainment
37288,Microsoft shuts down Xbox Entertainment Studios after two years and just one  ...,Technology,Technology
15126,"Report: Daimler, Nissan Team Up for Compact Car Production",Technology,Technology
23273,Jessica Simpson Marries NFL's Eric Johnson,Entertainment,Entertainment
1120,Johnny Depp desires to have 100 more children,Entertainment,Entertainment
21098,Squirrel blamed for $300K damage to center,Business,Business
45876,"TV Chefs Should Stop Washing Raw Chicken on Screen, Warns Food Standards  ...",Medical,Medical
27317,Former locally filmed show 'Revolution' cancelled by NBC,Entertainment,Entertainment
29827,Google Chromebook Software Support Extended By One Year,Technology,Technology
15464,Mobile giant Vodafone buys Spanish telecoms company Ono,Business,Business
62885,L'Wren Scott dead: Mick Jagger's ex-wife Bianca Jagger leads tributes to the  ...,Entertainment,Entertainment
59953,"After 6 Decades, 'Jet' Magazine Decides To Go All-Digital",Business,Business
36648,Best Loan Options In 2014 Discussed By Loan Love,Business,Business
58044,Trimel to Present at the 2014 Bloom Burton & Co. Healthcare Investor Conference,Medical,Entertainment
41147,Canberra glows during Earth Hour,Technology,Technology
57915,Facebook messed with users' emotions -- for science!,Technology,Technology
55184,Edward Snowden Speaks,Technology,Technology
2780,Discovery of MERS Virus Antibodies Could Lead to Treatments in Saudi Arabia,Medical,Medical
56817,Mick Jagger's rush to get back in the saddle shows zero respect for L'Wren's  ...,Entertainment,Entertainment
59608,"Less exercise, not more calories, blamed for increasing obesity",Medical,Medical
15509,Scientists Discover Largest Prehistoric Flying Bird,Technology,Technology
60862,L'Wren wanted to 'ensure suicide worked',Entertainment,Entertainment
58193,Demi Lovato Is Decked Out In Denim On The Cover Of The 'Seventeen',Entertainment,Entertainment
65006,Zara pulls shirt resembling 'Star of David',Entertainment,Entertainment
38695,Swedes replace credit cards with hand swipe,Technology,Business
25026,Gains at Monday open,Business,Business
60184,"Sue Townsend, creator of Adrian Mole, dies aged 68",Entertainment,Entertainment
32775,"On “Deep Decarbonization,” Governments Not Involved, Ban Takes No Qs",Technology,Entertainment
29189,State Plans To End HIV Epidemic By 2020,Medical,Medical
32912,Rep: No evidence we have to repay 38 Studios loan,Business,Business
45794,"'Thank you, Kathleen, for your service'",Medical,Business
36560,Taxpayers paid six figure sum for Mark Carney's Bank of England move,Business,Business
17901,AP News in Brief at 10:58 pm EDT,Medical,Business
63875,BMW marks 20 years in US with $1B expansion,Business,Business
64580,Yahoo's Nick D'Aloisio: our news algorithm isn't good enough to replace humans  ...,Technology,Entertainment
43971,Smoking marijuana may cause heart complications,Medical,Medical
38687,Weird Al Yankovic Teaches Grammar in 'Word Crimes' Video,Entertainment,Entertainment
13407,Seth Rogen and Judd Apatow Slam Critic for Blaming Their Movies for Santa  ...,Entertainment,Entertainment
36969,Mad Men Is Back Tonight! See Kiernan Shipka's (aka Sally Draper) Style Evolution,Entertainment,Entertainment
46395,"Green Bonds Could Cut Indian Clean-Energy Costs 25%, Report Says",Business,Business
44169,Florida woman goes on naked rampage at McDonald's in viral video,Medical,Entertainment
28804,"Climate Change Facts, News, & Weather: Federal Report Warns of Increased  ...",Technology,Technology
41451,A complete timeline of LA's 'Maleficent' premiere (including that attack on Brad),Entertainment,Entertainment
37980,Yahoo Reports Yet Another Quarter Of No Real Revenue Growth,Business,Business
25723,Amazon expected to debut video device,Technology,Technology
23373,There's a Disgusting Problem at the Biggest Comics Event of the Year,Entertainment,Technology
28824,"S&P 500′s path to 2000 eased by Fed, hampered by politics",Business,Business
41987,Shire agrees to $55B AbbVie takeover offer,Business,Business
36710,Study subjects prefer electric shocks to quiet time,Medical,Medical
770,"Amid Concerns Over Netflix, FCC to Examine Peering Deals",Technology,Technology
13638,Lexington Will Not Be Served by Time Warner/Comcast After Merger,Technology,Technology
6705,Citigroup net income dives after mortgage agreement,Business,Business
29010,13/06/2014Mitsubishi eyes minority stake in Alstom: report,Business,Business
31124,US Doctor With Ebola Turns Down Serum ...,Medical,Medical
25110,"General Motors Recalls Keep Getting Worse, but Its Sales Keep Getting Better",Business,Technology
14859,Box plans IPO because it badly needs the money,Business,Business
28693,Credit Suisse in court,Business,Business
47714,"American Eagle Outfitters Upgraded to ""Underweight"" at EVA Dimensions (AEO)",Business,Business
65183,US Trade Deficit Narrowed to $44.4 Billion in May,Business,Business
18386,Idina Menzel Name Flub Righted by John Travolta's Flower Delivery (Video),Entertainment,Entertainment
11166,iOS 8 release date at WWDC 2014? Apple set for busy year with iPhone 6  ...,Technology,Technology
43983,Protect yourself from West Nile,Medical,Medical
3779,A New Natural Sweetener That Might Actually Be Good For You,Medical,Entertainment
57421,Joan Rivers refuses to apologize to women held captive by Ariel Castro,Entertainment,Entertainment
7425,Alabama included in $550M SunTrust mortgage abuse settlement,Business,Business
38966,Pharmaceutical giants announce joint enterprise,Business,Technology
44407,Google Glass Gets Stylish New Frames,Technology,Technology
10822,Watch: Ben Affleck is a murder suspect in chilling Gone Girl trailer,Entertainment,Entertainment
44022,Watch the 'Star Wars: Episode 7' Cast Take the Ice Bucket Challenge,Entertainment,Entertainment
60618,"Grey's Anatomy Season 10 Finale Live Stream, Plot Spoilers: How to Watch  ...",Entertainment,Entertainment
4095,"Samsung Sharpens Tab 4 Prices, Expands Carrier Sales",Technology,Technology
40715,Restaurateurs squeezed by shortage of limes,Business,Business
17131,Try to Keep Calm While Reading What a School Did to a 9-Year-Old Girl After  ...,Medical,Entertainment
47741,"Another day, another recall for GM, 218000 Chevy Aveos recalled",Technology,Technology
9339,Intel to 'sell' DIY robots,Technology,Technology
34091,US retailers claim The Last of Us: Remastered release date is June 20,Technology,Technology
9085,It all started with the baggage fee,Business,Business
4757,"As Ikea raises minimum wage, pressure mounts for others",Business,Business
643,Samsung faces falling profits as Apple readies new launch,Business,Technology
26,Westhus Reaping Fannie Windfall to Rival Big Short: Mortgages,Business,Business
3449,London open: Insurers start to recover after Osborne's annuities shake-up,Business,Business
49442,Google Drive Goes On The Offensive,Technology,Technology
24505,Pharrell's 'Happy' to be played on loop for 13 days on radio station,Entertainment,Entertainment
18760,"American, US Air sever ties with Orbitz",Business,Business
17819,Instagram Adds a Range of Photo Editing Tools,Technology,Technology
18812,Silicon Valley agrees to $325 million hiring accord,Technology,Technology
3820,US warns of risks with fibroid removal,Medical,Business
21135,New movie from Avengers director Joss Whedon released as $5 Vimeo rental,Entertainment,Entertainment
36406,Caterpillar CEO Oberhelman's pay fell 33% in 2013,Business,Business
24208,"Recalled beef may have been sent to Pa., 9 other states",Medical,Medical
666,Bristol-Myers and Incyte sign up to evaluate combo regimen of two  ...,Medical,Medical
51842,"Refinery's spill of oil into Lake Michigan contained, BP says",Business,Business
6922,Survivor Castaway Caleb Bankston Dies,Entertainment,Entertainment
26115,'How I Met Your Mother' ends with one last twist,Entertainment,Entertainment
14518,Strahan to join 'Good Morning America' part time,Entertainment,Entertainment
19043,Has Handler Had Enough?,Entertainment,Entertainment
1985,Pound US Dollar Exchange Rate (GBP/USD) Holds Gain Even as the US  ...,Business,Business
45631,Brand new meteor shower may light up Earth's sky today,Technology,Technology
20562,Lana Del Rey Gets Mobbed By Fans As She Arrives In LA Post Kim Kardashian's  ...,Entertainment,Entertainment
32966,Call for improvements in prostate cancer screening,Medical,Medical
46823,"Mad Men: ""The Monolith"" Review",Entertainment,Entertainment
15259,Mental health services for kids is a good investment,Medical,Medical
48995,"Flappy Bird To Return To iOS, Not Android",Technology,Technology
6590,Area gas prices continue to fall,Business,Technology
50100,"Mia Rose Frampton Talks 'Tammy', Melissa McCarthy & Music!",Entertainment,Entertainment
50660,Mercedes C-Class engine production begins at Tennessee plant,Technology,Technology
64545,Photo: Rihanna says fashion,Entertainment,Entertainment
5945,TV food star's new show delayed after online fight,Entertainment,Entertainment
64420,Developer who introduced 'Heartbleed' OpenSSL bug speaks,Technology,Technology
24807,"Review: 'Draft Day' review: Football comedy, drama manages to score",Entertainment,Entertainment
28680,Rita Ora Ruins Dress And Sneakers During 'Fallon' Performance,Entertainment,Entertainment
41027,European Parliament election results bring no good news for Ukraine,Business,Business
57795,Australian paper shows Kate's bare bottom,Entertainment,Entertainment
45493,Justin Bieber's Arrogant Deposition Contains Hilarious Flub (VIDEO),Entertainment,Entertainment
34754,Fiat: We're not talking merger with VW,Business,Business
62105,"Bank of America settles with Fannie, Freddie for $9B",Business,Business
3893,Farley Mowat Dead: Acclaimed Canadian Author Dies At 92,Entertainment,Entertainment
25280,US names Conn. official to lead Obamacare marketplace,Medical,Business
57237,Yen Rises in Asia After BoJ Holds Fire on Easing Measures,Business,Business
12361,Toyota shifting U.S. base to Texas,Business,Business
27879,"GLOBAL MARKETS-World stocks, oil steady but eyes still on Ukraine, China",Business,Business
